AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_COUNTRY_NAME,AIRPORT_STATE_NAME,DISPLAY_CITY_MARKET_NAME_FULL,LATITUDE,LONGITUDE,Unnamed: 9
12851,KWK,Kwigillingok Airport,"Kwigillingok, AK",United States,Alaska,"Kwigillingok, AK",59.87555556,-163.16805556,
12851,KWK,Kwigillingok Airport,"Kwigillingok, AK",United States,Alaska,"Kwigillingok, AK",59.87638889,-163.16861111,
12851,KWK,Kwigillingok Airport,"Kwigillingok, AK",United States,Alaska,"Kwigillingok, AK",59.87555556,-163.16805556,
12853,KWN,Quinhagak Airport,"Quinhagak, AK",United States,Alaska,"Quinhagak, AK",59.76111111,-161.8625,
12853,KWN,Quinhagak Airport,"Quinhagak, AK",United States,Alaska,"Quinhagak, AK",59.755,-161.84527778,
12854,KWP,West Point Village,"West Point, AK",United States,Alaska,"West Point, AK",57.76694444,-153.55,
12855,KWT,Kwethluk Airport,"Kwethluk, AK",United States,Alaska,"Kwethluk, AK",60.80888889,-161.4375,
12855,KWT,Kwethluk Airport,"Kwethluk, AK",United States,Alaska,"Kwethluk, AK",60.79027778,-161.44361111,
12857,KXA,Kasaan Seaplane Base,"Kasaan, AK",United States,Alaska,"Kasaan, AK",55.53777778,-132.39583333,
12859,KY1,Stuart Powell Field,"Danville, KY",United States,Kentucky,"Danville, KY",37.56861111,-84.77222222,
12859,KY1,Stuart Powell Field,"Danville, KY",United States,Kentucky,"Danville, KY",37.5775,-84.76944444,
12860,KY2,Sturgis Municipal,"Sturgis, KY",United States,Kentucky,"Sturgis, KY",37.54583333,-87.95305556,
12860,KY2,Sturgis Municipal,"Sturgis, KY",United States,Kentucky,"Sturgis, KY",37.54166667,-87.95444444,
12861,KY3,Mount Sterling - Montgomery County,"Mount Sterling, KY",United States,Kentucky,"Mount Sterling, KY",38.05805556,-83.97944444,
12861,KY3,Mount Sterling Montgomery County,"Mount Sterling, KY",United States,Kentucky,"Mount Sterling, KY",38.05805556,-83.97944444,
12862,KY4,Henderson City - County,"Henderson, KY",United States,Kentucky,"Henderson, KY",37.80777778,-87.68555556,
12862,KY4,Henderson City - County,"Henderson, KY",United States,Kentucky,"Henderson, KY",37.80777778,-87.68583333,
12863,KY5,Madisonville Municipal,"Madisonville, KY",United States,Kentucky,"Madisonville, KY",37.355,-87.39944444,
12863,KY5,Madisonville Municipal,"Madisonville, KY",United States,Kentucky,"Madisonville, KY",37.35583333,-87.39833333,
12863,KY5,Madisonville Regional,"Madisonville, KY",United States,Kentucky,"Madisonville, KY",37.35583333,-87.39833333,
12863,KY5,Madisonville Municipal,"Madisonville, KY",United States,Kentucky,"Madisonville, KY",37.35583333,-87.39833333,
12863,KY5,Madisonville Regional,"Madisonville, KY",United States,Kentucky,"Madisonville, KY",37.35583333,-87.39833333,
12865,KYC,Yankee Creek 2,"Yankee Creek, AK",United States,Alaska,"Yankee Creek, AK",63.0025,-156.36555556,
12865,KYC,Yankee Creek 2,"Yankee Creek, AK",United States,Alaska,"Yankee Creek, AK",63.00194444,-156.36722222,
12866,KYK,Karluk Airport,"Karluk, AK",United States,Alaska,"Karluk, AK",57.56611111,-154.45,
12866,KYK,Karluk Airport,"Karluk, AK",United States,Alaska,"Karluk, AK",57.56611111,-154.45388889,
12868,KYU,Koyukuk Airport,"Koyukuk, AK",United States,Alaska,"Koyukuk, AK",64.87805556,-157.71305556,
12868,KYU,Koyukuk Airport,"Koyukuk, AK",United States,Alaska,"Koyukuk, AK",64.87583333,-157.73055556,
12869,KZB,Zachar Bay Airport,"Zachar Bay, AK",United States,Alaska,"Zachar Bay, AK",57.55,-153.75,
12870,KZH,Kizhuyak Airport,"Kizhuyak, AK",United States,Alaska,"Kizhuyak, AK",57.58305556,-153.15,
12873,LAA,Lamar Municipal,"Lamar, CO",United States,Colorado,"Lamar, CO",38.06861111,-102.69027778,
12873,LAA,Lamar Municipal,"Lamar, CO",United States,Colorado,"Lamar, CO",38.06972222,-102.68861111,
12878,LAF,Purdue University,"Lafayette, IN",United States,Indiana,"Lafayette, IN",40.41194444,-86.93361111,
12878,LAF,Purdue University,"Lafayette, IN",United States,Indiana,"Lafayette, IN",40.41194444,-86.93361111,
12878,LAF,Purdue University,"Lafayette, IN",United States,Indiana,"Lafayette, IN",40.41222222,-86.93694444,
12882,LAL,Lakeland Municipal,"Lakeland, FL",United States,Florida,"Tampa, FL (Metropolitan Area)",27.98888889,-82.01472222,
12882,LAL,Lakeland Linder Regional,"Lakeland, FL",United States,Florida,"Tampa, FL (Metropolitan Area)",27.98888889,-82.01861111,
12882,LAL,Lakeland Linder International,"Lakeland, FL",United States,Florida,"Tampa, FL (Metropolitan Area)",27.9875,-82.01888889,
12883,LAM,Los Alamos Airport,"Los Alamos, NM",United States,New Mexico,"Los Alamos, NM",35.87972222,-106.26944444,
12883,LAM,Los Alamos Airport,"Los Alamos, NM",United States,New Mexico,"Los Alamos, NM",35.87972222,-106.26861111,
12883,LAM,Los Alamos Airport,"Los Alamos, NM",United States,New Mexico,"Los Alamos, NM",35.87972222,-106.26944444,
12883,LAM,Los Alamos Airport,"Los Alamos, NM",United States,New Mexico,"Los Alamos, NM",35.87972222,-106.26861111,
12884,LAN,Capital City,"Lansing, MI",United States,Michigan,"Lansing, MI",42.77916667,-84.58833333,
12884,LAN,Capital Region International,"Lansing, MI",United States,Michigan,"Lansing, MI",42.77916667,-84.58833333,
12884,LAN,Capital Region International,"Lansing, MI",United States,Michigan,"Lansing, MI",42.77861111,-84.58611111,
12888,LAR,General Brees Field,"Laramie, WY",United States,Wyoming,"Laramie, WY",41.31361111,-105.67305556,
12888,LAR,Laramie Regional,"Laramie, WY",United States,Wyoming,"Laramie, WY",41.31194444,-105.675,
12889,LAS,McCarran International,"Las Vegas, NV",United States,Nevada,"Las Vegas, NV",36.08,-115.15222222,
12889,LAS,McCarran International,"Las Vegas, NV",United States,Nevada,"Las Vegas, NV",36.07972222,-115.15888889,
12889,LAS,McCarran International,"Las Vegas, NV",United States,Nevada,"Las Vegas, NV",36.08,-115.15222222,
12891,LAW,Lawton-Fort Sill Regional,"Lawton/Fort Sill, OK",United States,Oklahoma,"Lawton/Fort Sill, OK",34.56972222,-98.41611111,
12891,LAW,Lawton-Fort Sill Regional,"Lawton/Fort Sill, OK",United States,Oklahoma,"Lawton/Fort Sill, OK",34.56777778,-98.41666667,
12892,LAX,Los Angeles International,"Los Angeles, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.9425,-118.40805556,
12892,LAX,Los Angeles International,"Los Angeles, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.9425,-118.40722222,
12892,LAX,Los Angeles International,"Los Angeles, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.9425,-118.40805556,
12892,LAX,Los Angeles International,"Los Angeles, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.9425,-118.40722222,
12892,LAX,Los Angeles International,"Los Angeles, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.94277778,-118.40861111,
12892,LAX,Los Angeles International,"Los Angeles, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.9425,-118.40805556,
12892,LAX,Los Angeles International,"Los Angeles, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.9425,-118.40722222,
12892,LAX,Los Angeles International,"Los Angeles, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.9425,-118.40805556,
12896,LBB,Lubbock Regional,"Lubbock, TX",United States,Texas,"Lubbock, TX",33.66222222,-101.82277778,
12896,LBB,Lubbock International,"Lubbock, TX",United States,Texas,"Lubbock, TX",33.66361111,-101.82222222,
12896,LBB,Lubbock Preston Smith International,"Lubbock, TX",United States,Texas,"Lubbock, TX",33.66361111,-101.82222222,
12896,LBB,Lubbock Preston Smith International,"Lubbock, TX",United States,Texas,"Lubbock, TX",33.66361111,-101.82277778,
12896,LBB,Lubbock Preston Smith International,"Lubbock, TX",United States,Texas,"Lubbock, TX",33.66361111,-101.82055556,
12896,LBB,Lubbock Preston Smith International,"Lubbock, TX",United States,Texas,"Lubbock, TX",33.66361111,-101.82277778,
12896,LBB,Lubbock Preston Smith International,"Lubbock, TX",United States,Texas,"Lubbock, TX",33.66361111,-101.82055556,
12898,LBE,Latrobe Airport,"Latrobe, PA",United States,Pennsylvania,"Latrobe, PA",40.27638889,-79.40277778,
12898,LBE,Westmoreland/Latrobe,"Latrobe, PA",United States,Pennsylvania,"Latrobe, PA",40.27638889,-79.40277778,
12898,LBE,Arnold Palmer Regional,"Latrobe, PA",United States,Pennsylvania,"Latrobe, PA",40.27472222,-79.40666667,
12898,LBE,Arnold Palmer Regional,"Latrobe, PA",United States,Pennsylvania,"Latrobe, PA",40.27305556,-79.41027778,
12898,LBE,Arnold Palmer Regional,"Latrobe, PA",United States,Pennsylvania,"Latrobe, PA",40.27472222,-79.40666667,
12898,LBE,Arnold Palmer Regional,"Latrobe, PA",United States,Pennsylvania,"Latrobe, PA",40.27305556,-79.41027778,
12899,LBF,North Platte Regional Airport Lee Bird Field,"North Platte, NE",United States,Nebraska,"North Platte, NE",41.12833333,-100.69666667,
12899,LBF,North Platte Regional Airport Lee Bird Field,"North Platte, NE",United States,Nebraska,"North Platte, NE",41.12611111,-100.68361111,
12902,LBL,Liberal Municipal,"Liberal, KS",United States,Kansas,"Liberal, KS",37.04444444,-100.96055556,
12902,LBL,Liberal Mid-America Regional,"Liberal, KS",United States,Kansas,"Liberal, KS",37.04416667,-100.95972222,
12902,LBL,Liberal Mid-America Regional,"Liberal, KS",United States,Kansas,"Liberal, KS",37.04388889,-100.96,
12902,LBL,Liberal Mid-America Regional,"Liberal, KS",United States,Kansas,"Liberal, KS",37.04416667,-100.95972222,
12902,LBL,Liberal Mid-America Regional,"Liberal, KS",United States,Kansas,"Liberal, KS",37.04388889,-100.96,
12906,LBT,Lumberton Municipal,"Lumberton, NC",United States,North Carolina,"Lumberton, NC",34.61111111,-79.05777778,
12906,LBT,Lumberton Municipal,"Lumberton, NC",United States,North Carolina,"Lumberton, NC",34.60972222,-79.05944444,
12906,LBT,Lumberton Regional,"Lumberton, NC",United States,North Carolina,"Lumberton, NC",34.60972222,-79.05944444,
12906,LBT,Lumberton Municipal,"Lumberton, NC",United States,North Carolina,"Lumberton, NC",34.60972222,-79.05944444,
12906,LBT,Lumberton Regional,"Lumberton, NC",United States,North Carolina,"Lumberton, NC",34.60972222,-79.05944444,
12915,LCH,Lake Charles Regional,"Lake Charles, LA",United States,Louisiana,"Lake Charles, LA",30.13111111,-93.22555556,
12915,LCH,Lake Charles Regional,"Lake Charles, LA",United States,Louisiana,"Lake Charles, LA",30.12916667,-93.22805556,
12915,LCH,Lake Charles Regional,"Lake Charles, LA",United States,Louisiana,"Lake Charles, LA",30.12611111,-93.22333333,
12916,LCI,Laconia Municipal,"Laconia, NH",United States,New Hampshire,"Laconia, NH",43.57138889,-71.42111111,
12916,LCI,Laconia Municipal,"Laconia, NH",United States,New Hampshire,"Laconia, NH",43.57305556,-71.41777778,
12917,LCK,Lockbourne AFB,"Columbus, OH",United States,Ohio,"Columbus, OH",39.81416667,-82.93222222,
12917,LCK,Rickenbacker International,"Columbus, OH",United States,Ohio,"Columbus, OH",39.81361111,-82.92777778,
12917,LCK,Rickenbacker International,"Columbus, OH",United States,Ohio,"Columbus, OH",39.81388889,-82.92777778,
12925,LDJ,Linden Airport,"Linden, NJ",United States,New Jersey,"Linden, NJ",40.6175,-74.245,
12925,LDJ,Linden Airport,"Linden, NJ",United States,New Jersey,"Linden, NJ",40.6175,-74.24472222,
12925,LDJ,Linden Airport,"Linden, NJ",United States,New Jersey,"Linden, NJ",40.6175,-74.24444444,
12925,LDJ,Linden Airport,"Linden, NJ",United States,New Jersey,"Linden, NJ",40.6175,-74.24472222,
12925,LDJ,Linden Airport,"Linden, NJ",United States,New Jersey,"Linden, NJ",40.6175,-74.24444444,
12927,LDM,Ludington Airport,"Ludington, MI",United States,Michigan,"Ludington, MI",43.96222222,-86.40972222,
12927,LDM,Mason County,"Ludington, MI",United States,Michigan,"Ludington, MI",43.96222222,-86.40972222,
12927,LDM,Mason County,"Ludington, MI",United States,Michigan,"Ludington, MI",43.9625,-86.40805556,
12932,LEB,Lebanon Municipal,"Lebanon-Hanover, NH",United States,New Hampshire,"Lebanon-Hanover, NH",43.62805556,-72.30583333,
12932,LEB,Lebanon Municipal,"Lebanon-Hanover, NH",United States,New Hampshire,"Lebanon-Hanover, NH",43.62611111,-72.30416667,
12934,LEE,Leesburg Municipal,"Leesburg, FL",United States,Florida,"Leesburg, FL",28.82277778,-81.80916667,
12934,LEE,Leesburg International,"Leesburg, FL",United States,Florida,"Leesburg, FL",28.82277778,-81.80833333,
12944,LEW,Auburn Lewiston Municipal,"Lewiston/Auburn, ME",United States,Maine,"Lewiston/Auburn, ME",44.0475,-70.28388889,
12944,LEW,Auburn Lewiston Municipal,"Lewiston/Auburn, ME",United States,Maine,"Lewiston/Auburn, ME",44.04833333,-70.28361111,
12945,LEX,Blue Grass,"Lexington, KY",United States,Kentucky,"Lexington, KY",38.03972222,-84.60222222,
12945,LEX,Blue Grass,"Lexington, KY",United States,Kentucky,"Lexington, KY",38.03694444,-84.60527778,
12945,LEX,Blue Grass,"Lexington, KY",United States,Kentucky,"Lexington, KY",38.03666667,-84.60861111,
12947,LFI,Langley AFB,"Newport News/Hampton, VA",United States,Virginia,"Norfolk, VA (Metropolitan Area)",37.08277778,-76.36083333,
12947,LFI,Langley AFB,"Newport News/Hampton, VA",United States,Virginia,"Norfolk, VA (Metropolitan Area)",37.08277778,-76.36055556,
12948,LFK,Angelina County,"Lufkin, TX",United States,Texas,"Lufkin, TX",31.23416667,-94.75027778,
12948,LFK,Angelina County,"Lufkin, TX",United States,Texas,"Lufkin, TX",31.23388889,-94.75,
12948,LFK,Angelina County,"Lufkin, TX",United States,Texas,"Lufkin, TX",31.23416667,-94.75,
12948,LFK,Angelina County,"Lufkin, TX",United States,Texas,"Lufkin, TX",31.23388889,-94.75,
12948,LFK,Angelina County,"Lufkin, TX",United States,Texas,"Lufkin, TX",31.23416667,-94.75,
12951,LFT,Lafayette Regional,"Lafayette, LA",United States,Louisiana,"Lafayette, LA",30.20472222,-91.9875,
12951,LFT,Lafayette Regional,"Lafayette, LA",United States,Louisiana,"Lafayette, LA",30.20527778,-91.9875,
12951,LFT,Lafayette Regional,"Lafayette, LA",United States,Louisiana,"Lafayette, LA",30.205,-91.98777778,
12951,LFT,Lafayette Regional Paul Fournet Field,"Lafayette, LA",United States,Louisiana,"Lafayette, LA",30.205,-91.98777778,
12951,LFT,Lafayette Regional,"Lafayette, LA",United States,Louisiana,"Lafayette, LA",30.20527778,-91.9875,
12951,LFT,Lafayette Regional Paul Fournet Field,"Lafayette, LA",United States,Louisiana,"Lafayette, LA",30.205,-91.98777778,
12953,LGA,LaGuardia,"New York, NY",United States,New York,"New York City, NY (Metropolitan Area)",40.77944444,-73.87583333,
12953,LGA,LaGuardia,"New York, NY",United States,New York,"New York City, NY (Metropolitan Area)",40.77722222,-73.8725,
12953,LGA,La Guardia,"New York, NY",United States,New York,"New York City, NY (Metropolitan Area)",40.77722222,-73.8725,
12953,LGA,LaGuardia,"New York, NY",United States,New York,"New York City, NY (Metropolitan Area)",40.77722222,-73.8725,
12954,LGB,Long Beach Daugherty Field,"Long Beach, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.8175,-118.15111111,
12954,LGB,Long Beach Airport,"Long Beach, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.81777778,-118.15166667,
12954,LGB,Long Beach Airport,"Long Beach, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.8175,-118.15138889,
12954,LGB,Long Beach Airport,"Long Beach, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.81777778,-118.15138889,
12954,LGB,Long Beach Airport,"Long Beach, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.81777778,-118.15166667,
12954,LGB,Long Beach Airport,"Long Beach, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.81777778,-118.15138889,
12954,LGB,Long Beach Airport,"Long Beach, CA",United States,California,"Los Angeles, CA (Metropolitan Area)",33.81805556,-118.15194444,
12955,LGC,Callaway,"LaGrange, GA",United States,Georgia,"LaGrange, GA",33.00861111,-85.07277778,
12955,LGC,LaGrange-Callaway,"LaGrange, GA",United States,Georgia,"LaGrange, GA",33.00888889,-85.0725,
12955,LGC,LaGrange-Callaway,"LaGrange, GA",United States,Georgia,"LaGrange, GA",33.00916667,-85.07333333,
12956,LGD,La Grande/Union County,"La Grande, OR",United States,Oregon,"La Grande, OR",45.28944444,-118.005,
12956,LGD,La Grande/Union County,"La Grande, OR",United States,Oregon,"La Grande, OR",45.29027778,-118.00722222,
12956,LGD,La Grande/Union County,"La Grande, OR",United States,Oregon,"La Grande, OR",45.28972222,-118.00638889,
12956,LGD,La Grande/Union County,"La Grande, OR",United States,Oregon,"La Grande, OR",45.28944444,-118.00611111,
12956,LGD,La Grande/Union County,"La Grande, OR",United States,Oregon,"La Grande, OR",45.29027778,-118.00722222,
12956,LGD,La Grande/Union County,"La Grande, OR",United States,Oregon,"La Grande, OR",45.28944444,-118.00611111,
12961,LGM,Longmont Municipal,"Longmont, CO",United States,Colorado,"Longmont, CO",40.16166667,-105.16138889,
12965,LGU,Logan Cache,"Logan, UT",United States,Utah,"Logan, UT",41.7875,-111.855,
12965,LGU,Logan Cache,"Logan, UT",United States,Utah,"Logan, UT",41.79138889,-111.85166667,
12965,LGU,Logan Cache,"Logan, UT",United States,Utah,"Logan, UT",41.79166667,-111.85166667,
12968,LHB,Lost Harbor Airport,"Lost Harbor, AK",United States,Alaska,"Lost Harbor, AK",54.22611111,-165.61111111,
12971,LHQ,Fairfield County,"Lancaster, OH",United States,Ohio,"Lancaster, OH",39.75555556,-82.65722222,
12973,LHU,Lake Havasu City Airport,"Lake Havasu City, AZ",United States,Arizona,"Lake Havasu City, AZ",34.45833333,-114.36111111,
12974,LHV,William T. Piper Memorial,"Lock Haven, PA",United States,Pennsylvania,"Lock Haven, PA",41.13555556,-77.42222222,
12974,LHV,William T. Piper Memorial,"Lock Haven, PA",United States,Pennsylvania,"Lock Haven, PA",41.13583333,-77.42222222,
12974,LHV,William T. Piper Memorial,"Lock Haven, PA",United States,Pennsylvania,"Lock Haven, PA",41.13555556,-77.42222222,
12974,LHV,William T. Piper Memorial,"Lock Haven, PA",United States,Pennsylvania,"Lock Haven, PA",41.13583333,-77.42222222,
12976,LHX,La Junta Municipal,"La Junta, CO",United States,Colorado,"La Junta, CO",38.05083333,-103.51138889,
12976,LHX,La Junta Municipal,"La Junta, CO",United States,Colorado,"La Junta, CO",38.05,-103.50972222,
12979,LIC,Limon Municipal,"Limon, CO",United States,Colorado,"Limon, CO",39.27277778,-103.66583333,
12979,LIC,Limon Municipal,"Limon, CO",United States,Colorado,"Limon, CO",39.27472222,-103.66583333,
12982,LIH,Lihue Airport,"Lihue, HI",United States,Hawaii,"Lihue, HI",21.97916667,-159.34583333,
12982,LIH,Lihue Airport,"Lihue, HI",United States,Hawaii,"Lihue, HI",21.97611111,-159.33888889,
12983,LIJ,Long Island Airport,"Long Island, AK",United States,Alaska,"Long Island, AK",54.9,-132.75,
12992,LIT,Adams Field,"Little Rock, AR",United States,Arkansas,"Little Rock, AR",34.72916667,-92.23444444,
12992,LIT,Adams Field,"Little Rock, AR",United States,Arkansas,"Little Rock, AR",34.72888889,-92.22472222,
12992,LIT,Adams Field,"Little Rock, AR",United States,Arkansas,"Little Rock, AR",34.72944444,-92.22472222,
12992,LIT,Bill and Hillary Clinton Nat Adams Field,"Little Rock, AR",United States,Arkansas,"Little Rock, AR",34.72944444,-92.22472222,
12992,LIT,Adams Field,"Little Rock, AR",United States,Arkansas,"Little Rock, AR",34.72944444,-92.22472222,
12992,LIT,Bill and Hillary Clinton Nat Adams Field,"Little Rock, AR",United States,Arkansas,"Little Rock, AR",34.72944444,-92.22472222,
12993,LIV,Livengood Airport,"Livengood, AK",United States,Alaska,"Livengood, AK",65.53111111,-148.54111111,
12995,LIY,Wright AAF,"Hinesville, GA",United States,Georgia,"Hinesville, GA",31.89,-81.56111111,
12995,LIY,Wright AAF/Midcoast Regional,"Hinesville, GA",United States,Georgia,"Hinesville, GA",31.88833333,-81.56166667,
12995,LIY,Wright AAF/Midcoast Regional,"Hinesville, GA",United States,Georgia,"Hinesville, GA",31.88777778,-81.56277778,
12996,LIZ,Loring AFB,"Limestone, ME",United States,Maine,"Limestone, ME",46.95027778,-67.88611111,
12996,LIZ,Loring International,"Limestone, ME",United States,Maine,"Limestone, ME",46.95027778,-67.88611111,
12996,LIZ,Loring International,"Limestone, ME",United States,Maine,"Limestone, ME",46.95055556,-67.88583333,
12999,LJN,Brazoria County,"Lake Jackson, TX",United States,Texas,"Lake Jackson, TX",29.03833333,-95.45694444,
13001,LJY,Floyd W Jones Lebanon,"Lebanon, MO",United States,Missouri,"Lebanon, MO",37.64444444,-92.6525,
13001,LJY,Floyd W Jones Lebanon,"Lebanon, MO",United States,Missouri,"Lebanon, MO",37.64833333,-92.6525,
13002,LKE,Lake Union Terminal,"Seattle, WA",United States,Washington,"Seattle, WA",47.62888889,-122.33861111,
13003,LKK,Kulik Lake Airport,"Kulik Lake, AK",United States,Alaska,"Kulik Lake, AK",58.9675,-155.095,
13003,LKK,Kulik Lake Airport,"Kulik Lake, AK",United States,Alaska,"Kulik Lake, AK",58.98194444,-155.12138889,
13003,LKK,Kulik Lake Airport,"Kulik Lake, AK",United States,Alaska,"Kulik Lake, AK",58.965,-155.09555556,
13003,LKK,Kulik Lake Airport,"Kulik Lake, AK",United States,Alaska,"Kulik Lake, AK",58.98194444,-155.12138889,
13003,LKK,Kulik Lake Airport,"Kulik Lake, AK",United States,Alaska,"Kulik Lake, AK",58.965,-155.09555556,
13008,LKP,Lake Placid Airport,"Lake Placid, NY",United States,New York,"Lake Placid, NY",44.26444444,-73.96166667,
13008,LKP,Lake Placid Airport,"Lake Placid, NY",United States,New York,"Lake Placid, NY",44.26444444,-73.96194444,
13009,LKV,Lake County,"Lakeview, OR",United States,Oregon,"Lakeview, OR",42.16111111,-120.39805556,
13009,LKV,Lake County,"Lakeview, OR",United States,Oregon,"Lakeview, OR",42.16111111,-120.39916667,
13015,LLY,South Jersey Regional,"Mount Holly, NJ",United States,New Jersey,"Mount Holly, NJ",39.94333333,-74.84361111,
13015,LLY,South Jersey Regional,"Mount Holly, NJ",United States,New Jersey,"Mount Holly, NJ",39.94277778,-74.84583333,
13016,LMA,Lake Minchumina Airport,"Lake Minchumina, AK",United States,Alaska,"Minchumina, AK",63.88611111,-152.30194444,
13016,LMA,Lake Minchumina Airport,"Lake Minchumina, AK",United States,Alaska,"Minchumina, AK",63.88583333,-152.30194444,
13016,LMA,Lake Minchumina Airport,"Lake Minchumina, AK",United States,Alaska,"Minchumina, AK",63.88611111,-152.30194444,
13016,LMA,Lake Minchumina Airport,"Lake Minchumina, AK",United States,Alaska,"Minchumina, AK",63.88583333,-152.30194444,
13023,LMS,Louisville Winston County,"Louisville, MS",United States,Mississippi,"Louisville, MS",33.14277778,-89.06111111,
13023,LMS,Louisville Winston County,"Louisville, MS",United States,Mississippi,"Louisville, MS",33.14611111,-89.0625,
13024,LMT,Kingsley Field,"Klamath Falls, OR",United States,Oregon,"Klamath Falls, OR",42.16305556,-121.73583333,
13024,LMT,Klamath Falls Airport,"Klamath Falls, OR",United States,Oregon,"Klamath Falls, OR",42.15611111,-121.73305556,
13024,LMT,Crater Lake Klamath Regional,"Klamath Falls, OR",United States,Oregon,"Klamath Falls, OR",42.15611111,-121.73305556,
13024,LMT,Klamath Falls Airport,"Klamath Falls, OR",United States,Oregon,"Klamath Falls, OR",42.15611111,-121.73305556,
13024,LMT,Crater Lake Klamath Regional,"Klamath Falls, OR",United States,Oregon,"Klamath Falls, OR",42.15611111,-121.73305556,
13026,LND,Hunt Field,"Lander, WY",United States,Wyoming,"Lander, WY",42.81527778,-108.72944444,
13026,LND,Hunt Field,"Lander, WY",United States,Wyoming,"Lander, WY",42.81527778,-108.72972222,
13026,LND,Hunt Field,"Lander, WY",United States,Wyoming,"Lander, WY",42.81555556,-108.72833333,
13026,LND,Hunt Field,"Lander, WY",United States,Wyoming,"Lander, WY",42.81527778,-108.72972222,
13026,LND,Hunt Field,"Lander, WY",United States,Wyoming,"Lander, WY",42.81555556,-108.72833333,
13026,LND,Hunt Field,"Lander, WY",United States,Wyoming,"Lander, WY",42.81527778,-108.72861111,
13028,LNI,Lonely Air Station,"Lonely, AK",United States,Alaska,"Lonely, AK",70.91111111,-153.23888889,
13028,LNI,Lonely AS,"Lonely, AK",United States,Alaska,"Lonely, AK",70.91083333,-153.24222222,
13029,LNK,Lincoln Airport,"Lincoln, NE",United States,Nebraska,"Lincoln, NE",40.85083333,-96.75888889,
13029,LNK,Lincoln Airport,"Lincoln, NE",United States,Nebraska,"Lincoln, NE",40.85083333,-96.75916667,
13030,LNL,Kings Land O' Lakes,"Land O' Lakes, WI",United States,Wisconsin,"Land O' Lakes, WI",46.15,-89.21666667,
13030,LNL,Kings Land O' Lakes,"Land O' Lakes, WI",United States,Wisconsin,"Land O' Lakes, WI",46.15388889,-89.21194444,
13030,LNL,Kings Land O' Lakes,"Land O' Lakes, WI",United States,Wisconsin,"Land O' Lakes, WI",46.15416667,-89.21194444,
13030,LNL,Kings Land O' Lakes,"Land O' Lakes, WI",United States,Wisconsin,"Land O' Lakes, WI",46.15388889,-89.21194444,
13030,LNL,Kings Land O' Lakes,"Land O' Lakes, WI",United States,Wisconsin,"Land O' Lakes, WI",46.15416667,-89.21194444,
13031,LNP,Lonesome Pine,"Wise, VA",United States,Virginia,"Wise, VA",36.98583333,-82.53305556,
13031,LNP,Lonesome Pine,"Wise, VA",United States,Virginia,"Wise, VA",36.9875,-82.53,
13032,LNS,Lancaster Airport,"Lancaster, PA",United States,Pennsylvania,"Lancaster, PA",40.12111111,-76.29972222,
13032,LNS,Lancaster Airport,"Lancaster, PA",United States,Pennsylvania,"Lancaster, PA",40.12222222,-76.29444444,
13033,LNT,Lanett Municipal,"Lanett, AL",United States,Alabama,"Lanett, AL",32.82222222,-85.23333333,
13033,LNT,Lanett Municipal,"Lanett, AL",United States,Alabama,"Lanett, AL",32.81194444,-85.22944444,
13033,LNT,Lanett Municipal,"Lanett, AL",United States,Alabama,"Lanett, AL",32.81194444,-85.22972222,
13033,LNT,Lanett Municipal,"Lanett, AL",United States,Alabama,"Lanett, AL",32.81194444,-85.22944444,
13033,LNT,Lanett Municipal,"Lanett, AL",United States,Alabama,"Lanett, AL",32.81194444,-85.22972222,
13033,LNT,Lanett Municipal,"Lanett, AL",United States,Alabama,"Lanett, AL",32.81194444,-85.22944444,
13034,LNY,Lanai Airport,"Lanai, HI",United States,Hawaii,"Lanai, HI",20.78472222,-156.94944444,
13034,LNY,Lanai Airport,"Lanai, HI",United States,Hawaii,"Lanai, HI",20.78555556,-156.95138889,
13038,LOI,Laredo Municipal,"Laredo, TX",United States,Texas,"Laredo, TX",27.61555556,-99.52,
13039,LOL,Derby Field,"Lovelock, NV",United States,Nevada,"Lovelock, NV",40.06805556,-118.56166667,
13039,LOL,Derby Field,"Lovelock, NV",United States,Nevada,"Lovelock, NV",40.06638889,-118.56527778,
13039,LOL,Derby Field,"Lovelock, NV",United States,Nevada,"Lovelock, NV",40.06638889,-118.565,
13039,LOL,Derby Field,"Lovelock, NV",United States,Nevada,"Lovelock, NV",40.06638889,-118.56527778,
